ID,Scan page,Printed page,Category,Original OCR,Correction,Context (correction in [ ]),Occurrence of context,Flag,Note,Your decision (accept / reject / edit),Your text (if edit)
1235,125,109,word,"GENERAL PRAYERS FOR COMMON WORSHIP. Adorations. ""PTERNAL",I. General Prayers for Common Worship Adorations I. ETERNAL,"[I. General Prayers for Common Worship Adorations I. ETERNAL] and ever-blessed God, we bow",1,,,,
1236,125,109,drop capital,IT. T ORD,II. LORD,for ever and ever. Amen. [II. LORD] God eternal; sovereign and immutable;,1,,,,
1237,125,109,punctuation/spacing,savin glove,saving love,"Thy secret counsels; for Thy [saving love] revealed in Jesus Christ, and",1,,,,
1238,125,109,drop capital,"TTOLY,","HOLY,","ever and ever. Amen. III. [HOLY,] Holy, Holy! Lord God almighty;",1,,,,
1239,125,109,word,almight}^;,almighty;,"HOLY, Holy, Holy! Lord God [almighty;] There is none like unto",1,,,,
1240,125,109,punctuation/spacing,-'--'-,,"God almighty; There is none [] like unto Thee, who hast",,,,,
1241,125,109,word,0,O,"be acceptable in Thy sight, [O] Lord our Strength and our",1,,,,
1242,125,109,word,f\,O,"and our Redeemer. Amen. IV. [O] GOD, whose being and perfections",1,,,,
1243,126,110,drop capital,f\,V. O,"[V. O] LORD, Thou art our God:",1,,,,
1244,126,110,word,Thanksgivings. A LMIGHTY,Thanksgivings I. ALMIGHTY,"adoration; through Jesus Christ. Amen. [Thanksgivings I. ALMIGHTY] God, Father of all mercies,",1,,,,
1245,126,110,punctuation/spacing,we.,"we,","God, Father of all mercies, [we,] Thine unworthy servants, do give",1,,,,
1246,126,110,word,r\,O,"world without end. Amen. II. [O] GOD, by whose hand all",1,,,,
1247,127,111,word,in. A LMIGHTY,III. ALMIGHTY,"[III. ALMIGHTY] and most merciful Father, from",1,,,,
1248,127,111,punctuation/spacing,com-^^ eth,cometh,"most merciful Father, from whom [cometh] every good and perfect gift;",1,,,,
1249,127,111,punctuation/spacing,.'Special,special,hath redeemed us. [Here any [special] mercy may be named.] Grant,,,,,
1250,127,111,punctuation/spacing,named. ],named.],any special mercy may be [named.]] Grant unto us with Thy,,,,,
1251,127,111,drop capital,1\ 0ST,MOST,"Christ our Lord. Amen. IV. [MOST] heartily do we thank Thee,",1,,,,
1252,127,111,word,Atnen.,Amen.,"in Jesus Christ our Saviour. [Amen.] V. MOST gracious God, the",1,,,,
1253,127,111,drop capital,IX/fOST,MOST,"Christ our Saviour. Amen. V. [MOST] gracious God, the Fountain of",1,,,,
1254,128,112,word,"Name, Ainen. Supplications. r\",Name. Amen. Supplications I. O,"Thy exalted and ever blessed [Name. Amen. Supplications I. O] GOD, most holy, wise, and",1,,,,
1255,128,112,drop capital,TI. T>ROVIDE,II. PROVIDE,"Christ Jesus our Lord. Amen. [II. PROVIDE] for us, O most merciful",1,,,,
1256,128,112,word,0,O,"Amen. II. PROVIDE for us, [O] most merciful Father, both now",1,,,,
1257,128,112,word,f\,O,"Lord Jesus Christ. Amen. III. [O] LORD, our heavenly Father, who",1,,,,
1258,128,112,rubric mark (¶),^,,who art ever ready to [] give good things to them,,,,,
1259,129,113,word,aud,and,"[and] supply all our needs, in",1,,,,
1260,129,113,word,v^itli,with,our infirmities; and uphold us [with] Thy free Spirit. Enable us,1,,,,
1261,129,113,word,f\,O,Christ our Lord. Amen. IV. [O] THOU most wise and ever-gracious,1,,,,
1262,129,113,drop capital,r\,V. O,"Jesus Christ our Lord. Amen. [V. O] LORD, our heavenly Father, almighty",1,,,,
1263,129,113,word,neitlier,neither,"we fall into no sin, [neither] run into any kind of",1,,,,
1264,129,113,punctuation/spacing,Intercessions.,Intercessions,"Jesus Christ our Lord. Amen. [Intercessions] I. ALMIGHTY God, who hast",1,,,,
1265,129,113,drop capital,A LMIGHTY,ALMIGHTY,"our Lord. Amen. Intercessions I. [ALMIGHTY] God, who hast taught us",1,,,,
1266,129,113,punctuation/spacing,interces■^^ sion,intercession,hast taught us to make [intercession] for all men; We pray,1,,,,
1267,129,113,word,aud Saviour •,and Saviour:,"worship Thee, our only God [and Saviour:] that all Thy ministers and",1,,,,
1268,129,113,word,faithfill,faithful,life and doctrine be found [faithful],1,,,,
1269,130,114,word,"Chrisc,","Christ,","in the Name of Jesus [Christ,] Thy Son, our Lord. Amen.",1,,,,
1270,130,114,word,f\,O,"Son, our Lord. Amen. II. [O] GOD, the Creator and Preserver",1,,,,
1271,130,114,rubric mark (¶),^,,"Preserver of all mankind, we [] humbly beseech Thee for all",,,,,
1272,130,114,word,A^nen.,Amen.,beg for Jesus Christ's sake. [Amen.],2,,,,
1273,131,115,word,HI. r\,III. O,"[III. O] GOD, who art the Hope",1,,,,
1274,131,115,drop capital,"IV, Q",IV. O,"Jesus Christ our Lord. Amen. [IV. O] GOD, who art mindful of",1,,,,
1275,131,115,punctuation/spacing,"good- will,","good-will,","and remember, in Thy great [good-will,] those for whom we now",1,,,,
1276,131,115,punctuation/spacing,"""^",,in the unity of brotherhood. [] Remember all the persecuted and,,,,,
1277,132,116,word,v^-aters,waters,"lead us all by the [waters] of comfort, and in the",1,,,,
1278,132,116,drop capital,A LMIGHTY,V. ALMIGHTY,"Jesus Christ our Lord. Amen. [V. ALMIGHTY] God, who lovest all that",1,,,,
1279,133,117,word,op,of,A General Confession [of] Sins. ALMIGHTY and most merciful,1,,,,
1280,133,117,drop capital,A LMIGHTY,ALMIGHTY,A General Confession of Sins. [ALMIGHTY] and most merciful Father; We,1,,,,
1281,133,117,heading (re-cased/corrected),PRAYERS FOR CERTAIN TIMES AND SEASONS.,II. Prayers for Certain Times and Seasons,of Thy holy Name. Amen. [II. Prayers for Certain Times and Seasons] New Year's Day. ALMIGHTY and,1,,,,
1282,133,117,drop capital,A LMIGHTY,ALMIGHTY,"and Seasons New Year's Day. [ALMIGHTY] and most merciful Father, who",1,,,,
1283,133,117,word,continned,continued,"most merciful Father, who hast [continued] our life from year to",1,,,,
1284,133,117,word,f\,O,Jesus Christ our Lord. Amen. [O] THOU who art from everlasting,1,,,,
1285,133,117,word,thi-ough,through,"its trials, and to advance [through] all it holds in store",1,,,,
1286,134,118,punctuation/spacing,OMOST,O MOST,"our Saviour, Jesus Christ. Amen. [O MOST] merciful Father, who of Thy",1,,,,
1287,135,119,punctuation/spacing,"Saviour,",Saviour.,"but now risen and exalted [Saviour.] Amen. LORD Jesus Christ, Thou",1,,,,
1288,135,119,drop capital,T ORD,LORD,"risen and exalted Saviour. Amen. [LORD] Jesus Christ, Thou holy and",1,,,,
1289,135,119,drop capital,A LMIGHTY,ALMIGHTY,"and ever. Amen. Easter Day. [ALMIGHTY] God, who hast brought again",1,,,,
1290,135,119,drop capital,A LMIGHTY,ALMIGHTY,"God, world without end. Amen. [ALMIGHTY] God, who through Thine only-begotten",1,,,,
1291,135,119,word,f\,O,"God, world without end. Amen. [O] THOU Son of God and",1,,,,
1292,136,120,punctuation/spacing,OTHOU,O THOU,hand of the Father. Amen. [O THOU] God and Father of our,1,,,,
1293,136,120,punctuation/spacing,grave.,"grave,","He had descended into the [grave,] Thou didst not suffer Thy",1,,,,
1294,136,120,punctuation/spacing,"Amen,",Amen.,"and that fadeth not away. [Amen.] Thanksgiving Day. ALMIGHTY God, our",1,,,,
1295,136,120,drop capital,A LMIGHTY,ALMIGHTY,"not away. Amen. Thanksgiving Day. [ALMIGHTY] God, our heavenly Father, whose",1,,,,
1296,136,120,punctuation/spacing,"""We",We,of whose goodness is infinite; [We] render Thee thanks for all,1,,,,
1297,136,120,word,f'\ x\LMIGHTY,O ALMIGHTY,"Jesus Christ our Lord. Amen. [O ALMIGHTY] and everlasting God, who hast",1,,,,
1298,136,120,word,fiuits,fruits,and given unto us the [fruits] of the earth in their,1,,,,
1299,136,120,word,tlie,the,"Grant us grace to use [the] same to Thy glory, to",1,,,,
1300,137,121,word,11/IOST,MOST,[MOST] high and mighty Ruler of,1,,,,
1301,137,121,word,M^hom,whom,"Ruler of the universe, by [whom] our Nation hath been established",1,,,,
1302,137,121,drop capital,A LMIGHTY,ALMIGHTY,"generation to generation. Amen. Advent. [ALMIGHTY] God, give us grace that",1,,,,
1303,137,121,word,"da}^,","day,","humility; that in the last [day,] when He shall come again",1,,,,
1304,137,121,word,r\,O,"Ghost, now and ever. Amen. [O] LORD Jesus Christ, who at",1,,,,
1305,137,121,word,Jesiis,Jesus,"and ever. Amen. O LORD [Jesus] Christ, who at Thy first",1,,,,
1306,137,121,word,f\,O,"God, world without end. Amen. [O] GOD, who dost gladden us",1,,,,
1307,138,122,drop capital,"""PATHER",FATHER,"without end. Amen. Christmas Day. [FATHER] in heaven, whose mercy we",1,,,,
1308,138,122,word,\mto,unto,"peace and joy. Make known [unto] all men, by Thy Word",1,,,,
1309,138,122,word,r\,O,"gift of the Saviour. Amen. [O] ALMIGHTY God, who by the",1,,,,
1310,138,122,word,chirdren,children,"being regenerate, and made Thy [children] by adoption and grace, may",1,,,,
1311,139,123,word,r\,O,"A Day of Humiliation. [O] ALMIGHTY God, who desirest not",1,,,,
1312,139,123,word,f\,O,"through Christ our Lord. Amen. [O] MOST mighty God, King of",1,,,,
1313,139,123,drop capital,A LMIGHTY,ALMIGHTY,"Jesus Christ our Lord. Amen. [ALMIGHTY] God, who forgivest the iniquities",1,,,,
1314,139,123,punctuation/spacing,us.,"us,","our burdens; Look down upon [us,] Thine unworthy servants, who humble",1,,,,
1315,139,123,word,[7ie?'e lei,[here let,"Thy loving-kindness to remove this [[here let] the national affliction be named],",,,,,
1316,139,123,punctuation/spacing,"named'],","named],","let the national affliction be [named],] the judgment of Thy hand,",,,,,
1317,139,123,word,op,of,"our Lord. Amen. A Session [of] the General Assembly. ALMIGHTY God,",1,,,,
1318,139,123,drop capital,A LMIGHTY,ALMIGHTY,"Session of the General Assembly. [ALMIGHTY] God, who by Thy Holy",1,,,,
1319,140,124,word,tJieir,their,glory; and so order all [their] doings through Thy good Spirit,1,,,,
1320,140,124,word,everiasting,everlasting,"our Lord. Amen. ALMIGHTY and [everlasting] God, who by Thy Holy",1,,,,
1321,140,124,word,op,of,"without end. Amen. A Meeting [of] Synod or Presbytery. ALMIGHTY God,",1,,,,
1322,140,124,drop capital,A LMIGHTY,ALMIGHTY,"Meeting of Synod or Presbytery. [ALMIGHTY] God, who through the Apostles",1,,,,
1323,141,125,punctuation/spacing,],——],"[the Synod, or Presbytery, of [——]] assembled in Thy Name. Grant",,,,,
1324,141,125,word,"loe ma}'""",we may,"of a sound mind, that [we may] be wise in council and",1,,,,
1325,141,125,drop capital,"""j\/rOST",MOST,"Amen. A Session of Congress. [MOST] gracious God, we humbly beseech",1,,,,
1326,141,125,word,C\,O,A Session of the Legislature. [O] THOU who rulest in equity,1,,,,
1327,141,125,punctuation/spacing,"the""^",the,and that the servants of [the] people may be directed in,1,,,,
1328,141,125,word,"Cominonwealth,","Commonwealth,","honour and welfare of this [Commonwealth,] to the peace and prosperity",1,,,,
1329,141,125,punctuation/spacing,"Name,",Name.,to the glory of Thy [Name.] Amen.,1,,,,
1330,142,126,word,r\,O,"Daily Prayer for the Army. [O] LORD God, high and mighty,",1,,,,
1331,142,126,word,Q,O,"Daily Prayer for the Navy. [O] ETERNAL Lord God, who alone",1,,,,
1332,142,126,word,com passed tlie,compassed the,"of the sea, and hast [compassed the] waters with bounds until day",1,,,,
1333,142,126,word,[«9r,[or,"Thy servants, and the Fleet [[or] Ship] in which we serve.",,,,,
1334,142,126,word,"countiy,","country,","be a safeguard unto our [country,] and a security for such",1,,,,
1335,142,126,word,might}^,mighty,as do business in the [mighty] waters: that the inhabitants of,1,,,,
1336,142,126,word,finall3^,finally,"remembrance of Thy mercies; and, [finally] having passed the sea of",1,,,,
1337,142,126,word,op,of,"our Lord. Amen. In Time [of] Dearth and Famine. O GOD,",1,,,,
1338,142,126,word,f\,O,"Time of Dearth and Famine. [O] GOD, heavenly Father, whose gift",1,,,,
1339,142,126,word,che,the,afflictions of Thy people; increase [the] fruits of the earth by,1,,,,
1340,143,127,drop capital,XTOLY,HOLY,"Amen. In Time of Pestilence. [HOLY] and mighty Lord, who didst",1,,,,
1341,143,127,word,he,be,"dying, [here, if any place [be] specially afflicted, let it be",,,,,
1342,143,127,word,"he named,']","be named,]","be specially afflicted, let it [be named,]] under the visitation of disease.",,,,,
1343,143,127,drop capital,A LMIGHTY,ALMIGHTY,"Amen. After a Great Disaster. [ALMIGHTY] God, who art a very",1,,,,
1344,143,127,word,r\,O,"Time of Insurrections and Tumults. [O] ALMIGHTY Lord God, who alone",1,,,,
1345,144,128,word,troubliug;,troubling;,from [troubling;] allay all envious and malicious,1,,,,
1346,144,128,word,op,of,"and evermore. Amen. In Time [of] War. O ALMIGHTY God, supreme",1,,,,
1347,144,128,word,r\,O,"Amen. In Time of War. [O] ALMIGHTY God, supreme Ruler and",1,,,,
1348,144,128,word,r\,O,"Jesus Christ our Lord. Amen. [O] LORD God of infinite mercy,",1,,,,
1349,144,128,word,r\,O,"In Time of Peace Restored. [O] ETERNAL God, our heavenly Father,",1,,,,
1350,145,129,word,towai'd,toward,thanksgiving for these Thy mercies [toward] us; through Jesus Christ our,1,,,,
1351,145,129,drop capital,A LMIGHTY,ALMIGHTY,"Jesus Christ our Lord. Amen. [ALMIGHTY] and everlasting God, who makest",1,,,,
1352,145,129,punctuation/spacing,mag nify,magnify,"the earth; We praise and [magnify] that great mercy, whereby Thou",1,,,,
1353,145,129,heading (re-cased/corrected),INTERCESSIONS FOR SPECIAL OBJECTS AND PERSONS.,III. Intercessions for Special Objects and Persons,"Jesus Christ our Lord. Amen. [III. Intercessions for Special Objects and Persons] For Our Country. ALMIGHTY God,",1,,,,
1354,145,129,drop capital,A LMIGHTY,ALMIGHTY,"and Persons For Our Country. [ALMIGHTY] God, King of kings, and",1,,,,
1355,145,129,word,r\,O,"grace; through Jesus Christ. Amen. [O] MOST powerful Lord God, blessed",1,,,,
1356,146,130,word,A7nen:,Amen.,through Jesus Christ our Lord. [Amen.] For Deliverance from National Sins.,1,,,,
1357,146,130,drop capital,T ORD,LORD,"For Deliverance from National Sins. [LORD] God Almighty, defend our land,",1,,,,
1358,146,130,word,wntli,with,land which Thou hast blessed [with] the light of pure religion;,1,,,,
1359,146,130,drop capital,A LMIGHTY,ALMIGHTY,"For the Church and Missions. [ALMIGHTY] and everlasting God, who hast",1,,,,
1360,146,130,punctuation/spacing,w^orks,works,among all nations; Preserve the [works] of Thy mercy; that Thy,1,,,,
1361,146,130,word,r\,O,"Jesus Christ our Lord. Amen. [O] ALMIGHTY God, who hast built",1,,,,
1362,147,131,word,f\,O,"God, world without end. Amen. [O] THOU who hast founded a",1,,,,
1363,147,131,word,r\,O,"Jesus Christ is Lord. Amen. [O] GOD, the Father of our",1,,,,
1364,148,132,word,f\,O,"[O] LORD, who didst come to",1,,,,
1365,148,132,word,coDie,come,"O LORD, who didst [come] to seek and to save",1,,,,
1366,148,132,word,d'\,O,"glory, world without end. Amen. [O] GOD, who hast made of",1,,,,
1367,148,132,drop capital,"""INTERNAL",ETERNAL,"Jesus Christ our Lord. Amen. [ETERNAL] Father, who art loving unto",1,,,,
1368,149,133,drop capital,"TNCREASE,","INCREASE,","Father. Amen. For Evangelistic Work. [INCREASE,] O God, the faith and",1,,,,
1369,149,133,word,Ame7i.,Amen.,"Son, our Saviour Jesus Christ. [Amen.] For All who do Good",1,,,,
1370,149,133,word,{\,O,"do Good to their Fellow-Men. [O] GOD, who hast given unto",1,,,,
1371,149,133,word,f\,O,"God's Kingdom and Universal Peace. [O] THOU King eternal, immortal, invisible,",1,,,,
1372,149,133,punctuation/spacing,invisible.,"invisible,","O THOU King eternal, immortal, [invisible,] Thou only wise God our",1,,,,
1373,149,133,word,draw^ tlie,draw the,"Thy kingdom upon earth, and [draw the] whole world of mankind into",1,,,,
1374,150,134,drop capital,"""PTERNAL",ETERNAL,"Lord. Amen. For the Young. [ETERNAL] Father, who out of the",1,,,,
1375,150,134,word,iunocency,innocency,"in purity of heart and [innocency] of life, until they come",1,,,,
